Chromosome	LeftBP	RightBP	Smoothed_cMMb
chr6H	465306312	469167839	0.110334209160608
chr6H	469167839	470879114	0.0825506027635866
chr6H	470879114	471353908	0.0117999410333902
chr6H	471353908	475854234	0.159799939471501
chr6H	475854234	477077711	1.72789809870595
chr6H	477077711	477163617	1.48955371605731
chr6H	477163617	477433614	1.42476940098846
chr6H	477433614	479036566	1.08384022049858
chr6H	479036566	481001771	0
chr6H	481001771	490060558	0.0606186506483237
chr6H	490060558	491267764	0.00228841128106382
chr6H	491267764	492317891	0.0434034832352929
chr6H	492317891	493226860	0.0790864653231118
chr6H	493226860	495778737	0.187980920829769
chr6H	495778737	498089654	0.291363403357809
chr6H	498089654	498863494	0.356889658305355
chr6H	498863494	499364181	0.383963097522619
chr6H	499364181	501893905	0.464310559077593
chr6H	501893905	502168217	0.538655977804215
chr6H	502168217	502536025	0.523948705170321
chr6H	502536025	503264560	0.498837798484247
chr6H	503264560	503880223	0.468049960603577
chr6H	503880223	504918358	0.430170969032859
chr6H	504918358	506194012	0.306655084104031
chr6H	506194012	506921691	0.19971212245017
chr6H	506921691	507292967	0.141047136437201
chr6H	507292967	507569812	0.128509975487545
chr6H	507569812	509042302	0.0946710866845789
chr6H	509042302	509428370	0.0587194036188068
chr6H	509428370	509626192	0.0474247180479107
chr6H	509626192	510243403	0.031658834979346
chr6H	510243403	512008780	0
chr6H	512008780	512159550	0
chr6H	512159550	512160455	0
chr6H	512160455	513101341	0
chr6H	513101341	516521200	0
chr6H	516521200	517882968	1.01738806252382
chr6H	517882968	517938283	1.33632933329023
chr6H	517938283	518269410	1.42330539789443
chr6H	518269410	518723087	1.59994034804383
chr6H	518723087	519372817	1.84828291566517
chr6H	519372817	521776447	1.03282510123002
chr6H	521776447	521781146	0.389635073594636
chr6H	521781146	522942050	0.32006383517842
chr6H	522942050	524652121	0.148704215983895
chr6H	524652121	524731653	0.0418883473018688
chr6H	524731653	527210221	0.676165777507435
chr6H	527210221	527406890	1.33948716820789
chr6H	527406890	527476387	1.40548266740186
chr6H	527476387	529091969	1.12479485929244
chr6H	529091969	529857453	0.728174762250175
chr6H	529857453	529879937	0.596920968938189
chr6H	529879937	530731514	0.451326450079468
chr6H	530731514	531939937	0
chr6H	531939937	532526162	0
chr6H	532526162	536723475	0
chr6H	536723475	536785620	0.536962523883821
chr6H	536785620	536786820	0.545975289073757
chr6H	536786820	538088490	0.7313484263855
chr6H	538088490	540211351	1.33922650677331
chr6H	540211351	541248696	1.32490267915919
chr6H	541248696	541489081	1.31911128952909
chr6H	541489081	541830535	1.31647406855831
chr6H	541830535	542063070	1.31387242819423
chr6H	542063070	542829950	1.15933678137017
chr6H	542829950	545762086	0.587372352006466
chr6H	545762086	545780015	0
chr6H	545780015	545781074	0
chr6H	545781074	545956735	0
chr6H	545956735	546608851	0
chr6H	546608851	546757074	0
chr6H	546757074	547081024	0
chr6H	547081024	547244298	0
chr6H	547244298	547258865	0
chr6H	547258865	548251350	0
chr6H	548251350	550449000	0.909714378587033
chr6H	550449000	550500760	0.497330837122889
chr6H	550500760	552247475	0.167617050069962
chr6H	552247475	552729604	0.942025484076435
chr6H	552729604	552807318	1.13654207694677
chr6H	552807318	553018533	1.23693001546066
chr6H	553018533	553138613	1.35203795578496
chr6H	553138613	553203417	1.41627561840866
chr6H	553203417	553203851	1.43894246158733
chr6H	553203851	553203912	1.43911444857916
chr6H	553203912	553204175	1.43922702188291
chr6H	553204175	553623189	1.58490417335019
chr6H	553623189	554872905	2.1647018559514
chr6H	554872905	560045477	0.715849647315716
chr6H	560045477	560157418	0.0603098470620844
chr6H	560157418	560160262	0.046070855508442
chr6H	560160262	562812969	0.888781757711231
chr6H	562812969	563029989	1.79945913850554
chr6H	563029989	563108828	1.8933468494984
chr6H	563108828	564086059	1.76716422337218
chr6H	564086059	564917812	1.55102102098947
chr6H	564917812	565615970	1.36822235450014
chr6H	565615970	565800002	1.26281546770069
chr6H	565800002	567546489	1.31373770426938
chr6H	567546489	568248083	1.37831192489157
chr6H	568248083	570019236	0
chr6H	570019236	570675743	0
chr6H	570675743	570952378	0
chr6H	570952378	571355816	0
chr6H	571355816	571449359	0
chr6H	571449359	571452675	0
chr6H	571452675	571463205	0
chr6H	571463205	571737628	0
chr6H	571737628	571849345	0
chr6H	571849345	571854717	0
chr6H	571854717	573487209	0
chr6H	573487209	573497440	0.656387820563909
chr6H	573497440	573635245	0.736503569768636
chr6H	573635245	574051819	3.14125459655634
chr6H	574051819	575068835	9.35979286097937
chr6H	575068835	575071614	13.7833967012456
chr6H	575071614	575954853	17.6267109235599
chr6H	575954853	576044420	21.8464887783582
chr6H	576044420	576407817	23.8113280743955
chr6H	576407817	576542953	25.9738337675
chr6H	576542953	577494194	21.5511061774463
chr6H	577494194	577508241	17.6213415838037
chr6H	577508241	577736885	16.6333271269828
chr6H	577736885	578250108	13.6131272801062
chr6H	578250108	578295085	11.340650468863
chr6H	578295085	578734148	9.37008494447358
chr6H	578734148	578867997	7.03771440545
chr6H	578867997	580308174	4.43705920155434
chr6H	580308174	581553492	0
chr6H	581553492	582799994	0
chr6H	582799994	583345651	0
chr7H	737146	843675	0.00394493862931478
chr7H	843675	1263440	0.016838129111953
chr7H	1263440	1395094	0.0303468337575426
chr7H	1395094	1397150	0.0336224715178696
chr7H	1397150	1867224	0.0451887482046036
chr7H	1867224	2212170	0.0651551702180787
chr7H	2212170	2213408	0.0736360122076161
chr7H	2213408	2241774	0.0743612532535867
chr7H	2241774	2527557	0.0820572993740637
chr7H	2527557	2962422	0.0997117889463033
chr7H	2962422	3167643	0.115392664508765
chr7H	3167643	3259388	0.122667760186973
chr7H	3259388	3259497	0.124918006472495
chr7H	3259497	4103904	0.145607023739718
chr7H	4103904	4122880	0.534129462418442
chr7H	4122880	4280866	0.613762380594343
chr7H	4280866	5738873	1.34095939657421
chr7H	5738873	5739802	1.99748074642264
chr7H	5739802	6314541	2.25653140554994
chr7H	6314541	6621762	2.65341349613672
chr7H	6621762	7045029	2.35001957172162
chr7H	7045029	7045081	2.17420229246519
chr7H	7045081	7465605	1.99952426468814
chr7H	7465605	8001693	1.60221415306061
chr7H	8001693	8594868	1.1331968204463
chr7H	8594868	8729763	0.830807165107814
chr7H	8729763	9613368	0.407793081349047
chr7H	9613368	9914615	0.357896344020223
chr7H	9914615	10416399	0.324078933175743
chr7H	10416399	11210911	0.269489042613542
chr7H	11210911	11307664	0.231955902951057
chr7H	11307664	14185702	0.532419309565013
chr7H	14185702	14789750	1.56282059126604
chr7H	14789750	14802282	1.74527582708481
chr7H	14802282	15114736	1.84144404088966
chr7H	15114736	15116301	1.93436695550994
chr7H	15116301	15830158	2.14607101616701
chr7H	15830158	16564325	2.11346470027458
chr7H	16564325	16621135	2.09565363780211
chr7H	16621135	16886381	2.08840164496839
chr7H	16886381	16918186	2.08171270974207
chr7H	16918186	18910942	2.03612404856693
chr7H	18910942	19481341	1.064276882602
chr7H	19481341	19591101	0.806387446904376
chr7H	19591101	19656144	0.74010905166407
chr7H	19656144	20020715	0.577216386819823
chr7H	20020715	22774581	1.02842764108518
chr7H	22774581	23576066	1.3801990958043
chr7H	23576066	26188987	1.13345660635594
chr7H	26188987	26447530	0.898639231591277
chr7H	26447530	26826004	0.846546410779153
chr7H	26826004	27546933	0.756641426329271
chr7H	27546933	28077559	0.65429403159488
chr7H	28077559	29716819	0.505327481383431
chr7H	29716819	30198858	0.359696515518405
chr7H	30198858	30545668	0.3027945510022
chr7H	30545668	31243202	0.289545009554849
chr7H	31243202	31340810	0.279457081740327
chr7H	31340810	31373284	0.277806737743948
chr7H	31373284	31380476	0.277303497134484
chr7H	31380476	31492177	0.275795107435975
chr7H	31492177	31741847	0.271210411165043
chr7H	31741847	32324876	0.260645999521305
chr7H	32324876	33030625	0.244295335824828
chr7H	33030625	33043618	0.235176691088083
chr7H	33043618	34778348	0
chr7H	34778348	37306572	0.357141324699385
chr7H	37306572	38487036	0.84642619334806
chr7H	38487036	38524160	1.00706181021532
chr7H	38524160	39065295	1.08335115535838
chr7H	39065295	39680702	1.04181562047337
chr7H	39680702	40109823	1.00430290655345
chr7H	40109823	40735949	0.966405235236022
chr7H	40735949	41835408	0.90443334319531
chr7H	41835408	45118264	0.753805599463167
chr7H	45118264	46106108	0.804756033915732
chr7H	46106108	47359082	0.622985486926805
chr7H	47359082	47582507	0.50322303687334
chr7H	47582507	48001348	0.451123740039599
chr7H	48001348	48203463	0.400753066573009
chr7H	48203463	49105258	0.399398901824621
chr7H	49105258	52283365	0.394394092134269
chr7H	52283365	52802568	0.0343024510778099
chr7H	52802568	53441694	0
chr7H	53441694	53821092	0
chr7H	53821092	53924935	0
chr7H	53924935	56813710	0.458794502411807
chr7H	56813710	58416963	0.667562779542418
chr7H	58416963	59140448	0.39742774010043
chr7H	59140448	59577616	0.262675548863831
chr7H	59577616	59719498	0.195447655311191
chr7H	59719498	60238419	0.118728211837803
chr7H	60238419	62559294	0.507761184390342
chr7H	62559294	62644212	0.837338661834527
chr7H	62644212	62862491	0.878874613775798
chr7H	62862491	63748630	0.733272885916763
chr7H	63748630	66021760	0.316768423682823
chr7H	66021760	66195606	3883.95799751031
chr7H	66195606	66410739	4501.31382022737
chr7H	66410739	67727614	6932.79227857374
chr7H	67727614	67729137	9025.24632354408
chr7H	67729137	67729209	9027.77777778
chr7H	67729209	68760794	6339.49237950598
chr7H	68760794	70162054	3.36554821202021e-11
chr7H	70162054	75226809	215.554147936586
chr7H	75226809	78305325	0.646899973583956
chr7H	78305325	81196752	0.566880663299158
chr7H	81196752	82313922	0.423508327717547
chr7H	82313922	82314058	0.383546522931647
chr7H	82314058	84124546	0.47170030251198
chr7H	84124546	84514038	0.578810642373343
chr7H	84514038	86175010	0.577751907468874
chr7H	86175010	87929896	0.575988166143344
chr7H	87929896	87946043	0.595331774522437
chr7H	87946043	93121008	0.611498760887644
chr7H	93121008	93153567	0.201728095231683
chr7H	93153567	95639213	0.090054414535401
chr7H	95639213	98043395	0
chr7H	98043395	102937582	0
chr7H	102937582	105100914	0
chr7H	105100914	109383022	0
chr7H	109383022	109656682	0.0614451549613073
chr7H	109656682	110445395	0.0826747424232134
chr7H	110445395	110758014	0.637837848735128
chr7H	110758014	111292841	1.06502125373163
chr7H	111292841	114751395	3.07801806182127
chr7H	114751395	116658838	6.3168897154335
chr7H	116658838	125599000	3.25539707373621
chr7H	125599000	126298543	0.978951236046599
chr7H	126298543	130414063	0
chr7H	130414063	135925859	0.128139025952345
chr7H	135925859	136408239	0.410830957102309
chr7H	136408239	141857069	0.705463720822497
chr7H	141857069	148765408	0.287039096004333
chr7H	148765408	150246255	0.262398937527279
chr7H	150246255	153004133	0.214679982414776
chr7H	153004133	160712085	0.0543495712238723
chr7H	160712085	164884107	0.229895480820089
chr7H	164884107	167862263	0.228442353190988
chr7H	167862263	174323281	0.209167853683736
chr7H	174323281	176154907	0.193349580608047
chr7H	176154907	176885969	0.17731053995832
chr7H	176885969	180474019	0.173366013807059
chr7H	180474019	202235859	0.114240579454326
chr7H	202235859	216116470	0
chr7H	216116470	217287328	0.254096901997998
chr7H	217287328	218524405	0.306893868953509
chr7H	218524405	221348205	0.402054084503568
chr7H	221348205	223284528	0.372130304105156
chr7H	223284528	226518116	0.401940363609524
chr7H	226518116	227074832	0.0737872490241593
chr7H	227074832	228406803	0
chr7H	228406803	228832104	0
chr7H	228832104	231059190	0
chr7H	231059190	231100826	0
chr7H	231100826	234707278	0
chr7H	234707278	235388310	0
chr7H	235388310	238659014	0
chr7H	238659014	240518944	0
chr7H	240518944	242564744	0
chr7H	242564744	251131956	0
chr7H	251131956	260601435	0
chr7H	260601435	261448913	0
chr7H	261448913	262018069	0
chr7H	262018069	264361753	0
chr7H	264361753	265575532	0
chr7H	265575532	270644774	0
chr7H	270644774	285782375	0
chr7H	285782375	290901431	0.0633492235794234
chr7H	290901431	310311355	0.11318538694969
chr7H	310311355	310311500	0.0960394709796053
chr7H	310311500	315905440	0.0667726511961682
chr7H	315905440	316867142	0.0164708279470027
chr7H	316867142	321637487	0
chr7H	321637487	333776350	0
chr7H	333776350	336286560	0
chr7H	336286560	348272948	0
chr7H	348272948	348844975	0
chr7H	348844975	350976143	0
chr7H	350976143	354110490	0
chr7H	354110490	354142498	0
chr7H	354142498	361405806	0
chr7H	361405806	363318879	0
chr7H	363318879	363319045	0
chr7H	363319045	367767660	0
chr7H	367767660	374008168	0
chr7H	374008168	382557243	0
chr7H	382557243	402151330	0
chr7H	402151330	410017106	0
chr7H	410017106	411695093	0
chr7H	411695093	413074989	0
chr7H	413074989	413462047	0
chr7H	413462047	415119732	0
chr7H	415119732	416618712	0
chr7H	416618712	419567362	0
chr7H	419567362	422941680	0
chr7H	422941680	425598771	0
chr7H	425598771	428682740	0.0291079179041537
chr7H	428682740	429840288	0.40295068798005
chr7H	429840288	430314726	0.54679218784085
chr7H	430314726	430903971	0.691639562662974
chr7H	430903971	432004580	0.921755974914242
chr7H	432004580	435465480	0.262063592776359
chr7H	435465480	440067104	0
chr7H	440067104	440745793	0.120269125951093
chr7H	440745793	440882645	0.119851247128828
chr7H	440882645	444623656	0.117864250983516
chr7H	444623656	448912368	0.18872722043874
chr7H	448912368	449173785	0.193361254112586
chr7H	449173785	451634037	0.183404220274372
chr7H	451634037	457219384	0.138447777544647
chr7H	457219384	460352713	0
chr7H	460352713	460735532	0
chr7H	460735532	463873926	0
chr7H	463873926	464075673	0
chr7H	464075673	481655599	0
chr7H	481655599	483574783	0
chr7H	483574783	488307674	0
chr7H	488307674	489497015	0.0127536570911228
chr7H	489497015	489497799	0.0230554100078238
chr7H	489497799	492206525	0.046508998954641
chr7H	492206525	496530274	0.143795092555066
chr7H	496530274	497304032	0.215934227572199
chr7H	497304032	498937414	0.180675641684132
chr7H	498937414	501750469	0.13392513310454
chr7H	501750469	502239909	0.051399417476333
chr7H	502239909	503807359	0
chr7H	503807359	505361528	0
chr7H	505361528	505361650	0
chr7H	505361650	506517938	0
chr7H	506517938	508668930	0
chr7H	508668930	509844383	0
chr7H	509844383	509844516	0
chr7H	509844516	514442386	0.19591456831921
chr7H	514442386	516840440	0.365938386332618
chr7H	516840440	521418136	0.27704742582605
chr7H	521418136	521711126	0.0400693027801982
chr7H	521711126	522241693	0
chr7H	522241693	522445562	0.0682095553843861
chr7H	522445562	524013384	0.232752490900235
chr7H	524013384	524390486	0.413384161047698
chr7H	524390486	524825469	0.488805241692341
chr7H	524825469	525219551	0.677937913101911
chr7H	525219551	525908244	0.924948857099665
chr7H	525908244	530975721	0.424393445093646
chr7H	530975721	532185450	0.257739398944587
chr7H	532185450	537251062	0.389491108598801
chr7H	537251062	537951457	0.379719319559972
chr7H	537951457	539800518	0.364778411669712
chr7H	539800518	540692377	0.348715442450171
chr7H	540692377	549645656	0.198705439763012
chr7H	549645656	554189661	0.0716506658332807
chr7H	554189661	556168102	0.042157522416847
chr7H	556168102	560756345	0.0567941326344835
chr7H	560756345	573239658	0.259891848877178
chr7H	573239658	576344998	0.969642243536833
chr7H	576344998	578291763	0.348009088345397
chr7H	578291763	578293613	0.147012807742272
chr7H	578293613	578368868	0.139059559811868
chr7H	578368868	580563027	0
chr7H	580563027	583586119	0
chr7H	583586119	590487359	0.43355166943324
chr7H	590487359	590613593	0.48663085307761
chr7H	590613593	591547771	0.409195886752565
chr7H	591547771	591550949	0.34074689683678
chr7H	591550949	593143065	0.224252989592666
chr7H	593143065	593169091	0.106090642053088
chr7H	593169091	593206214	0.101479282799835
chr7H	593206214	593307016	0.0914075203807173
chr7H	593307016	593707032	0.0548360510226037
chr7H	593707032	594218074	0.105608004492636
chr7H	594218074	595293177	0.194001586610048
chr7H	595293177	597504002	0.377121633327028
chr7H	597504002	597748994	0.493185322466037
chr7H	597748994	598982414	0.56305614378024
chr7H	598982414	604233974	0.433532927011539
chr7H	604233974	604527396	0.264384857666572
chr7H	604527396	604528339	0.255405338628867
chr7H	604528339	605135349	0.244138348505531
chr7H	605135349	607662553	0.186053006081986
chr7H	607662553	607946012	0.226645718419294
chr7H	607946012	607948063	0.230769167334879
chr7H	607948063	609661971	0.255551729338796
chr7H	609661971	610498605	0.312574717188175
chr7H	610498605	610912783	0.340539376259798
chr7H	610912783	611106899	0.354139129320461
chr7H	611106899	611405335	0.365151214873723
chr7H	611405335	614230222	0.391682372950936
chr7H	614230222	614318211	0.495093724135727
chr7H	614318211	615053368	0.524316609037919
chr7H	615053368	617103001	0.517488975371607
chr7H	617103001	617916959	0.510468140652239
chr7H	617916959	620086482	0.50040578711756
chr7H	620086482	620484857	0.491745065793377
chr7H	620484857	623419597	0.353744078306257
chr7H	623419597	623438216	0
chr7H	623438216	623701849	0
chr7H	623701849	625633406	0
chr7H	625633406	626292985	0
chr7H	626292985	626340307	0
chr7H	626340307	626516365	0
chr7H	626516365	627479004	0
chr7H	627479004	628369772	0
chr7H	628369772	628540873	0.229306839216875
chr7H	628540873	628806795	0.356034566979413
chr7H	628806795	628962539	0.478309078972416
chr7H	628962539	629670326	0.728715399652362
chr7H	629670326	632318639	1.22864485562721
chr7H	632318639	634620797	1.2313010753859
chr7H	634620797	635305241	0.902549574247379
chr7H	635305241	635331552	0.824312911581342
chr7H	635331552	635735956	0.776901772496563
chr7H	635735956	636564600	0.641173482963557
chr7H	636564600	636617013	0.601355776473782
chr7H	636617013	638689409	0.505329048227107
chr7H	638689409	638912980	0.401567157547834
chr7H	638912980	639793046	0.327505028551752
chr7H	639793046	639840936	0.265232381862045
chr7H	639840936	639922364	0.256554196555178
chr7H	639922364	640932887	0.183276283781865
chr7H	640932887	640935280	0.115302198594258
chr7H	640935280	641309813	0.0900077022752902
chr7H	641309813	641762908	0.0344677994840925
chr7H	641762908	641771595	0.00347884382922726
chr7H	641771595	641788307	0.00177438483195596
chr7H	641788307	641798036	0
chr7H	641798036	641865888	0.029508926194787
chr7H	641865888	642028895	0.117319101268611
chr7H	642028895	642081131	0.199189530896284
chr7H	642081131	642239530	0.279307248752962
chr7H	642239530	642430202	0.412080870847811
chr7H	642430202	642561534	0.534559213102051
chr7H	642561534	642644375	0.616022654536373
chr7H	642644375	643285486	0.891387062530191
chr7H	643285486	643843283	1.34740706338529
chr7H	643843283	643844792	1.56014625821781
chr7H	643844792	644460769	1.79501496061033
chr7H	644460769	645016449	2.24066969487008
chr7H	645016449	645251096	2.18637127049938
chr7H	645251096	645344441	2.16383699189546
chr7H	645344441	647000350	2.0436566918119
chr7H	647000350	648324431	1.83892021989528
chr7H	648324431	648429498	1.43167508222928
chr7H	648429498	648958897	1.25087981573876
chr7H	648958897	649471808	0.953866714617927
chr7H	649471808	649997318	0.657961809667384
chr7H	649997318	650019168	0.501987971721379
chr7H	650019168	650404231	0.386035431674384
chr7H	650404231	651216818	0.335690157190379
chr7H	651216818	653393562	0.210028495003142
chr7H	653393562	654411756	0.06840717122907
chr7H	654411756	654413172	0.0232111399028653
chr7H	654413172	654900595	0.00154247957443529
chr7H	654900595	655345692	0
chr7H	655345692	655449009	0
chrUn	5043883	6461706	3.11040235629
chrUn	6461706	7241982	443.344451951342
chrUn	7241982	7529770	657.255717980165
chrUn	7529770	7547198	718.384209318
chrUn	7547198	11873671	0
chrUn	11873671	12158122	17.0503882918
chrUn	12158122	21735573	1.20073702283
chrUn	21735573	21837932	0
chrUn	21837932	21847212	0
chrUn	21847212	24627789	0
chrUn	24627789	30708394	12.1057032976
chrUn	30708394	30839060	123.061852356
chrUn	30839060	33698658	0
chrUn	33698658	39231607	7.38485028508
chrUn	39231607	40266863	19.8694815582
chrUn	40266863	40312725	0
chrUn	40312725	41101234	0
chrUn	41101234	42080949	0
chrUn	42080949	43359446	0
chrUn	43359446	51717276	5.14966205343
chrUn	51717276	52327655	0
chrUn	52327655	52769203	0
chrUn	52769203	53421761	0
chrUn	53421761	56732627	0
chrUn	56732627	65656856	2.27694739792
chrUn	65656856	69784262	2.75475686182
chrUn	69784262	72454537	0
chrUn	72454537	75395095	6.92725666353
chrUn	75395095	75877448	19.926013377405
chrUn	75877448	77950893	29.6318445871
chrUn	77950893	78078690	21.7323957111324
chrUn	78078690	78891529	18.3567986650581
chrUn	78891529	79502753	13.2463597107509
chrUn	79502753	79564613	10.8309085031
chrUn	79564613	89985694	0
chrUn	89985694	91144333	2.14044236384
chrUn	91144333	92156468	1.21681055576278
chrUn	92156468	92266936	0.739159801403777
chrUn	92266936	92420592	0.626778997286634
chrUn	92420592	92479210	0.536459591200241
chrUn	92479210	92724535	0.407136399268509
chrUn	92724535	93075348	0.153488613361944
chrUn	93075348	93085273	0
chrUn	93085273	94309475	0
chrUn	94309475	95056903	0
chrUn	95056903	96308759	0
chrUn	96308759	97995159	0
chrUn	97995159	103838756	1.73009877307
chrUn	103838756	103945094	36.6755064041
chrUn	103945094	108038620	1.90056200938
chrUn	108038620	111397473	3.44462827042
chrUn	111397473	113016235	1.01311990274
chrUn	113016235	114768029	21.6433409316087
chrUn	114768029	114904441	33.200516402966
chrUn	114904441	115139269	35.4727715605
chrUn	115139269	117229517	0
chrUn	117229517	135179974	0.161555775432
chrUn	135179974	136458606	0
chrUn	136458606	146054073	0.150070861585
chrUn	146054073	151184843	7.10029878556
chrUn	151184843	158658888	0
chrUn	158658888	173993387	6.66145010672
chrUn	173993387	176739404	0
chrUn	176739404	177116818	96.7372699476
chrUn	177116818	185599134	0.46567470488
chrUn	185599134	187094832	0.24069029978
chrUn	187094832	188310300	0
chrUn	188310300	188918434	0
chrUn	188918434	193959173	9.7763443019
chrUn	193959173	204659274	0
chrUn	204659274	247097632	3.60428648064
chrUn	247097632	247513656	0
chrUn	247513656	247862021	0
chrUn	247862021	248025075	0
chrUn	248025075	248068737	0
